date,co2,observed_week_count,is_imputed,lag_1,lag_3,lag_6,lag_12,rolling_mean_3,rolling_std_3,rolling_mean_6,rolling_std_6,rolling_mean_12,rolling_std_12,month,quarter,year,split
1959-03-31,316.73333333333335,3,False,316.7,314.7,313.5,316.1,315.6333333333333,0.8219218670625339,314.5541666666666,1.2259704206146822,315.50555555555553,1.4557053040017263,3,1,1959,train
1959-04-30,317.675,4,False,316.73333333333335,315.5,313.5,317.2,316.31111111111113,0.573703584152408,315.09305555555557,1.3486483002081193,315.55833333333334,1.4874358062712372,4,2,1959,train
1959-05-31,318.325,4,False,317.675,316.7,313.425,317.43333333333334,317.0361111111111,0.4519675777734625,315.7888888888889,1.4222412108107099,315.59791666666666,1.5361203724354098,5,2,1959,train
1959-06-30,318.025,4,False,318.325,316.73333333333335,314.7,317.43333333333334,317.5777777777778,0.6534216682539039,316.60555555555555,1.2233044451125101,315.6722222222223,1.641086097755657,6,2,1959,train
1959-07-31,316.525,4,False,318.025,317.675,315.5,315.625,318.0083333333333,0.2656229575096376,317.15972222222223,0.9591592656662847,315.7215277777778,1.7010497110898122,7,3,1959,train
1959-08-31,314.9,4,False,316.525,318.325,316.7,314.95000000000005,317.62499999999994,0.7874007874015317,317.3305555555555,0.7062824339760428,315.7965277777778,1.7149244744104803,8,3,1959,train
1959-09-30,313.825,4,False,314.9,318.025,316.73333333333335,313.5,316.4833333333333,1.276116069259607,317.03055555555557,1.1520278685329115,315.7923611111111,1.717035620860104,9,3,1959,train
1959-10-31,313.4,5,False,313.825,316.525,317.675,313.5,315.0833333333333,1.1098673594424304,316.5458333333333,1.6703552932102586,315.8194444444444,1.682887500549621,10,4,1959,train
1959-11-30,314.875,4,False,313.4,314.9,318.325,313.425,314.0416666666667,0.6312465621468866,315.8333333333333,1.9285501174601438,315.8111111111111,1.694559422328547,11,4,1959,train
1959-12-31,315.525,4,False,314.875,313.825,318.025,314.7,314.0333333333333,0.6199238304466186,315.25833333333327,1.5833552630060188,315.93194444444447,1.567002155765214,12,4,1959,train
1960-01-31,316.38,5,False,315.525,313.4,316.525,315.5,314.59999999999997,0.8890538041461821,314.84166666666664,1.0341730459110168,316.00069444444443,1.529083249061905,1,1,1960,train
1960-02-29,316.975,4,False,316.38,314.875,314.9,316.7,315.5933333333333,0.61631070807602,314.8175,0.9955264520175501,316.07402777777776,1.5244067544235302,2,1,1960,train
1960-03-31,317.575,4,False,316.975,315.525,313.825,316.73333333333335,316.29333333333335,0.5951237032942261,315.16333333333336,1.2830194421320769,316.09694444444443,1.5356702953996422,3,1,1960,train
1960-04-30,319.12,5,False,317.575,316.38,313.4,317.675,316.97666666666663,0.48785813056262517,315.78833333333336,1.387929112823222,316.1670833333333,1.5816663922549736,4,2,1960,train
1960-05-31,319.925,4,False,319.12,316.975,314.875,318.325,317.89,0.9035762281073249,316.7416666666667,1.3844904798838369,316.28749999999997,1.7390592523928865,5,2,1960,train
1960-06-30,319.45,4,False,319.925,317.575,315.525,318.025,318.8733333333333,0.9751096804410072,317.5833333333333,1.5220399323131157,316.4208333333333,1.9399010212436618,6,2,1960,train
1960-07-31,318.06,5,False,319.45,319.12,316.38,316.525,319.49833333333333,0.33041220047576064,318.2375,1.3278891457246993,316.53958333333327,2.073480827752097,7,3,1960,train
1960-08-31,315.775,4,False,318.06,319.925,316.975,314.9,319.145,0.791338528486758,318.5175,1.0559780221829709,316.6675,2.1155569597625936,8,3,1960,train
1960-09-30,314.175,4,False,315.775,319.45,317.575,313.825,317.7616666666667,1.5150705887480607,318.3175,1.3899962529926049,316.74041666666665,2.067923131160543,9,3,1960,train
1960-10-31,313.84000000000003,5,False,314.175,318.06,319.12,313.4,316.00333333333333,1.5942413730534775,317.75083333333333,2.0926407094599453,316.76958333333334,2.0286936050215862,10,4,1960,train
1960-11-30,315.025,4,False,313.84000000000003,315.775,319.925,314.875,314.5966666666667,0.8443570861242699,316.87083333333334,2.4169012817150057,316.80625000000003,1.9706049462453294,11,4,1960,train
1960-12-31,316.2,5,False,315.025,314.175,319.45,315.525,314.3466666666667,0.498770711070272,316.0541666666667,2.046377727975857,316.81874999999997,1.9587550521100305,12,4,1960,train
1961-01-31,316.925,4,False,316.2,313.84000000000003,318.06,316.38,315.0216666666667,0.9634688485995416,315.5125,1.405651539322635,316.875,1.9302795566100117,1,1,1961,train
1961-02-28,317.65,4,False,316.925,315.025,315.775,316.975,316.05,0.782889945437101,315.3233333333333,1.0913167378091089,316.92041666666665,1.92450151374031,2,1,1961,train
1961-03-31,318.525,4,False,317.65,316.2,314.175,317.575,316.925,0.5919600211726681,315.6358333333333,1.4005517266024023,316.97666666666663,1.9351101748708561,3,1,1961,train
1961-04-30,319.41999999999996,5,False,318.525,316.925,313.84000000000003,319.12,317.7,0.6541533968932197,316.36083333333335,1.5720883580624927,317.05583333333334,1.976949284180552,4,2,1961,train
1961-05-31,320.475,4,False,319.41999999999996,317.65,315.025,319.925,318.53166666666664,0.7226148505412062,317.2908333333333,1.4516238512629915,317.0808333333334,2.0045976667539307,5,2,1961,train
1961-06-30,319.75,4,False,320.475,318.525,316.2,319.45,319.4733333333333,0.7969769270329945,318.19916666666666,1.45474916700058,317.12666666666667,2.0741829047174134,6,2,1961,train
1961-07-31,318.32,5,False,319.75,319.41999999999996,316.925,318.06,319.88166666666666,0.44064977274822154,318.7908333333333,1.2251374639425139,317.15166666666664,2.1036340910169313,7,3,1961,train
1961-08-31,316.775,4,False,318.32,320.475,317.65,315.775,319.51500000000004,0.8953304790228906,319.0233333333333,0.9505948430090989,317.17333333333335,2.1141904807487486,8,3,1961,train
1961-09-30,315.04,5,False,316.775,319.75,318.525,314.175,318.2816666666667,1.2148410961476153,318.8775,1.1876543759304012,317.25666666666666,2.0768087832590467,9,3,1961,train
1961-10-31,315.34999999999997,4,False,315.04,318.32,319.41999999999996,313.84000000000003,316.71166666666664,1.339803053520104,318.2966666666667,1.8726577963478128,317.32874999999996,1.9814179739519064,10,4,1961,train
1961-11-30,316.05,4,False,315.34999999999997,316.775,320.475,315.025,315.72166666666664,0.755494687090131,317.61833333333334,2.0696712030873634,317.45458333333335,1.7950457959957136,11,4,1961,train
1961-12-31,316.98,5,False,316.05,315.04,319.75,316.2,315.47999999999996,0.4224531532203203,316.8808333333333,1.670175681045532,317.54,1.6992326699620295,12,4,1961,train
1962-01-31,317.925,4,False,316.98,315.34999999999997,318.32,316.925,316.12666666666667,0.6676492758589254,316.4191666666666,1.0981667172562375,317.60499999999996,1.661224448010039,1,1,1962,train
1962-02-28,318.625,4,False,317.925,316.05,316.775,317.65,316.98499999999996,0.7654737095417825,316.35333333333335,0.988617159920547,317.68833333333333,1.6500673386931173,2,1,1962,train
1962-03-31,319.67999999999995,5,False,318.625,316.98,315.04,318.525,317.8433333333333,0.6740466518638171,316.6616666666667,1.3087165044001259,317.76958333333334,1.670062945836203,3,1,1962,train
1962-04-30,320.55,4,False,319.67999999999995,317.925,315.34999999999997,319.41999999999996,318.74333333333334,0.7213451939876525,317.435,1.4814801157401676,317.86583333333334,1.7425362661615946,4,2,1962,train
1962-05-31,320.9,4,False,320.55,318.625,316.05,320.475,319.61833333333334,0.7870867522427616,318.3016666666667,1.5285087140375841,317.96,1.8511280344696555,5,2,1962,train
1962-06-30,320.5,5,False,320.9,319.67999999999995,316.98,319.75,320.37666666666667,0.5129219130526779,319.10999999999996,1.401127522152457,317.99541666666664,1.9022666943381905,6,2,1962,train
1962-07-31,319.425,4,False,320.5,320.55,317.925,318.32,320.65000000000003,0.17795130420273575,319.69666666666666,1.088506877434324,318.05791666666664,1.9700025997584358,7,3,1962,train
1962-08-31,317.73333333333335,3,False,319.425,320.9,318.625,316.775,320.27500000000003,0.6228295647023757,319.94666666666666,0.7819935350681674,318.15,2.0056046469829036,8,3,1962,train
1962-09-30,316.06666666666666,3,False,317.73333333333335,320.5,319.67999999999995,315.04,319.21944444444443,1.1388008096023747,319.79805555555555,1.0558261714508428,318.2298611111111,1.9679907805146712,9,3,1962,train
1962-10-31,315.475,4,False,316.06666666666666,319.425,320.55,315.34999999999997,317.7416666666667,1.3710465048708522,319.1958333333334,1.75223237244288,318.31541666666664,1.8459914184873694,10,4,1962,train
1962-11-30,316.54999999999995,4,False,315.475,317.73333333333335,320.9,316.05,316.425,0.9561448441333207,318.34999999999997,2.0872685056826787,318.3258333333333,1.829507687775316,11,4,1962,train
1962-12-31,317.52500000000003,4,False,316.54999999999995,316.06666666666666,320.5,316.98,316.03055555555557,0.43960911368983707,317.625,1.8130953683728346,318.3675,1.7822858424151375,12,4,1962,train
1963-01-31,318.725,4,False,317.52500000000003,315.475,319.425,317.925,316.51666666666665,0.8372408388403234,317.12916666666666,1.2905528351720799,318.41291666666666,1.75305475778586,1,1,1963,train
1963-02-28,318.96666666666664,3,False,318.725,316.54999999999995,317.73333333333335,318.625,317.59999999999997,0.8895223437329527,317.0125,1.0944805761098904,318.4795833333333,1.7484376789376725,2,1,1963,train
1963-03-31,319.86,5,False,318.96666666666664,317.52500000000003,316.06666666666666,319.67999999999995,318.40555555555557,0.6304148154243606,317.21805555555557,1.3059463067726502,318.50805555555553,1.753348890051899,3,1,1963,train
1963-04-30,321.275,4,False,319.86,318.725,315.475,320.55,319.1838888888889,0.48815664860872754,317.8502777777778,1.4993842614821478,318.5230555555556,1.7640480899282673,4,2,1963,train
1963-05-31,322.09999999999997,3,False,321.275,318.96666666666664,316.54999999999995,320.9,320.03388888888884,0.950360880124004,318.81694444444446,1.5258347492761493,318.5834722222222,1.8430789530037675,5,2,1963,train
1963-06-30,321.46,5,False,322.09999999999997,319.86,317.52500000000003,320.5,321.0783333333333,0.9249894894304376,319.7419444444444,1.553206187174153,318.6834722222222,1.9925475107412085,6,2,1963,train
1963-07-31,319.6,4,False,321.46,321.275,318.725,319.425,321.6116666666666,0.35346695586762955,320.3977777777778,1.2865240517774306,318.7634722222222,2.0811751552921707,7,3,1963,train
1963-08-31,317.6,5,False,319.6,322.09999999999997,318.96666666666664,317.73333333333335,321.05333333333334,1.0603563342370916,320.54361111111115,1.128533306038779,318.77805555555557,2.0863662183118277,8,3,1963,train
1963-09-30,316.15,4,False,317.6,321.46,319.86,316.06666666666666,319.55333333333334,1.5761838584239072,320.31583333333333,1.5004621973095273,318.7669444444444,2.092247134300074,9,3,1963,train
1963-10-31,316.05,4,False,316.15,319.6,321.275,315.475,317.78333333333336,1.4144099672850834,319.6975,2.17411619974639,318.77388888888885,2.0833925917496297,10,4,1963,train
1963-11-30,317.0,4,False,316.05,317.6,322.09999999999997,316.54999999999995,316.59999999999997,0.7082843120286897,318.82666666666665,2.4023021366088964,318.82180555555556,2.0123710515776208,11,4,1963,train
1963-12-31,318.35,4,False,317.0,316.15,321.46,317.52500000000003,316.40000000000003,0.42622372841718764,317.9766666666667,1.9541977609468006,318.8593055555555,1.9735046446768065,12,4,1963,train
1964-01-31,319.40000000000003,3,False,318.35,316.05,319.6,318.725,317.1333333333334,0.9436925111258488,317.4583333333333,1.2454639920754238,318.92805555555555,1.9399086978958637,1,1,1964,train
1964-02-29,319.40000000000003,0,True,319.40000000000003,317.0,317.6,318.96666666666664,318.25000000000006,0.9823441352193718,317.425,1.1890997995686658,318.9843055555555,1.9429891131120673,2,1,1964,train
1964-03-31,319.40000000000003,0,True,319.40000000000003,318.35,316.15,319.86,319.05,0.49497474683074605,317.725,1.4031957573104705,319.0204166666667,1.9463496370697118,3,1,1964,train
1964-04-30,319.40000000000003,0,True,319.40000000000003,319.40000000000003,316.05,321.275,319.40000000000003,0.0,318.2666666666667,1.3151890442908647,318.9820833333334,1.9339267677589909,4,2,1964,train
1964-05-31,322.0,1,False,319.40000000000003,319.40000000000003,317.0,322.09999999999997,319.40000000000003,0.0,318.825,0.9017344398436894,318.8258333333334,1.814412018319276,5,2,1964,train
1964-06-30,321.75,2,False,322.0,319.40000000000003,318.35,321.46,320.26666666666665,1.2256517540569247,319.65833333333336,1.1152042662917352,318.81750000000005,1.7995236638249277,6,2,1964,train
